pkg_id,app_name,category,installs,total_ratings,avg_rating,app_price_type,growth_30_days,growth_60_days
com.king.candycrushsaga,Candy Crush Saga,GAME_CASUAL,1000000000,37767916,4.6,Free,0.288,0.557
net.mobigame.zombietsunami,Zombie Tsunami,GAME_ARCADE,500000000,6169919,4.37,Free,0.042,0.081
com.transsion.carlcare,Carlcare,PRODUCTIVITY,500000000,208799,4.41,Free,1.668,3.353
com.zhiliaoapp.musically,TikTok,SOCIAL,1000000000,63345201,4.19,Free,0.505,1.007
br.com.bb.android,Banco do Brasil: Conta Digital,FINANCE,50000000,6737879,4.36,Free,0.809,1.598
com.innersloth.spacemafia,Among Us,GAME_ACTION,500000000,13375429,3.85,Free,0.091,0.205
com.google.android.webview,Android System WebView,TOOLS,10000000000,8828309,4.04,Free,0.37,0.691
com.canva.editor,"Canva: Design, Art & AI Editor",ART_AND_DESIGN,100000000,17323046,4.81,Free,1.994,3.916
com.whatsapp,WhatsApp Messenger,COMMUNICATION,5000000000,195251997,4.3,Free,0.5,0.976
com.google.android.apps.youtube.music,YouTube Music,MUSIC_AND_AUDIO,1000000000,5631734,4.41,Free,1.25,2.382
free.vpn.unblock.proxy.turbovpn,Turbo VPN - Secure VPN Proxy,TOOLS,100000000,8614848,4.73,Free,0.916,1.848
com.ea.game.pvzfree_row,Plants vs. Zombies™,GAME_STRATEGY,500000000,5700901,4.17,Free,0.119,0.056
com.supercell.clashroyale,Clash Royale,GAME_STRATEGY,500000000,37694270,4.21,Free,0.274,0.607
com.facebook.orca,Messenger,COMMUNICATION,5000000000,89837929,4.07,Free,0.376,0.78
com.gameloft.android.ANMP.GloftA8HM,Asphalt 8 - Car Racing Game,GAME_RACING,100000000,11325672,4.52,Free,0.28,0.589
com.google.android.calculator,Calculator,TOOLS,1000000000,640306,4.41,Free,0.928,1.785
com.ubercab.eats,Uber Eats: Food Delivery,FOOD_AND_DRINK,100000000,5485786,4.31,Free,0.452,0.895
com.google.android.apps.magazines,Google News - Daily Headlines,NEWS_AND_MAGAZINES,1000000000,1888563,4.12,Free,0.382,0.728
com.lazada.android,Lazada 8.8,SHOPPING,100000000,26717358,4.7,Free,0.814,1.755
com.lenovo.anyshare.gps,"SHAREit: Transfer, Share Files",TOOLS,1000000000,17993068,4.29,Free,0.141,0.267
video.like,Likee - Short Video Community,SOCIAL,500000000,11644924,4.39,Free,0.052,0.104
com.policydm,Samsung Security Policy Update,PRODUCTIVITY,1000000000,346473,4.03,Free,0.146,0.275
com.miui.player,Mi Music,MUSIC_AND_AUDIO,1000000000,2525448,3.83,Free,0.032,0.496
com.samsung.android.lool,Device Care,TOOLS,1000000000,570822,4.06,Free,0.766,1.532
com.facebook.katana,Facebook,SOCIAL,5000000000,149461450,4.25,Free,1.181,2.753
com.google.android.apps.assistant,Google Assistant Go,TOOLS,1000000000,423572,4.27,Free,0.758,1.494
com.google.android.marvin.talkback,Android Accessibility Suite,TOOLS,10000000000,3815747,4.04,Free,0.688,1.303
com.supercell.brawlstars,Brawl Stars,GAME_ACTION,100000000,23626901,4.33,Free,1.423,2.074
com.UCMobile.intl,"UC Browser-Safe, Fast, Private",COMMUNICATION,1000000000,22256401,4.15,Free,0.02,0.033
com.miui.weather2,Weather - By Xiaomi,WEATHER,1000000000,1197840,4.12,Free,0.43,0.889
com.ea.gp.fifamobile,EA SPORTS FC™ Mobile Soccer,GAME_SPORTS,500000000,15809686,4.25,Free,1.119,1.737
com.king.farmheroessaga,Farm Heroes Saga,GAME_CASUAL,100000000,9985833,4.66,Free,0.033,0.066
com.google.android.apps.messaging,Google Messages,COMMUNICATION,5000000000,13650228,4.33,Free,1.981,3.856
com.imo.android.imoim,imo-International Calls & Chat,COMMUNICATION,1000000000,8561927,4.22,Free,0.484,0.854
com.microsoft.office.outlook,Microsoft Outlook,PRODUCTIVITY,1000000000,9607904,4.51,Free,0.62,1.191
com.nianticlabs.pokemongo,Pokémon GO,GAME_ADVENTURE,500000000,15402788,3.97,Free,0.025,0.05
com.samsung.android.uds,Ultra data saving,TOOLS,1000000000,52035,4.2,Free,1.4,2.779
com.touchtype.swiftkey,Microsoft SwiftKey AI Keyboard,PERSONALIZATION,1000000000,4191862,4.5,Free,0.493,1.093
com.roblox.client,Roblox,GAME_ADVENTURE,1000000000,39718823,4.44,Free,1.17,2.217
com.outfit7.talkingtomgoldrun,Talking Tom Gold Run,GAME_ACTION,500000000,6042349,4.27,Free,0.503,0.984
com.vivo.website,vivo Store,SHOPPING,1000000000,146261,4.38,Free,4.44,7.893
com.snapchat.android,Snapchat,COMMUNICATION,1000000000,35554576,4.09,Free,0.725,0.842
com.opera.mini.native,Opera Mini: Fast Web Browser,COMMUNICATION,500000000,9272028,4.54,Free,0.533,1.227
com.miniclip.carrom,Carrom Pool: Disc Game,GAME_SPORTS,100000000,6279638,4.54,Free,1.292,2.765
com.sec.pcw,Samsung Link (Terminated),PRODUCTIVITY,500000000,181910,3.61,Free,0.003,0.006
com.facebook.lite,Facebook Lite,SOCIAL,1000000000,26915786,3.73,Free,0.764,1.819
com.google.android.apps.googleassistant,Google Assistant,PRODUCTIVITY,1000000000,1020991,3.68,Free,1.461,2.985
com.miui.cleaner,Cleaner,TOOLS,1000000000,120470,4.42,Free,3.675,7.306
com.sirma.mobile.bible.android,YouVersion Bible App + Audio,BOOKS_AND_REFERENCE,100000000,7243898,4.92,Free,1.113,2.247
com.apusapps.launcher,APUS System: Theme Launcher,PERSONALIZATION,100000000,5871535,4.47,Free,0.0,0.0
com.ludo.king,Ludo King™,GAME_BOARD,1000000000,9884297,4.02,Free,0.349,0.83
com.instagram.android,Instagram,SOCIAL,5000000000,155121304,4.01,Free,0.034,0.987
com.ubercab,Uber - Request a ride,MAPS_AND_NAVIGATION,500000000,13960297,4.59,Free,0.916,1.863
com.android.chrome,Google Chrome,COMMUNICATION,10000000000,45387559,4.06,Free,0.13,0.476
com.youmusic.magictiles,Magic Tiles 3,GAME_MUSIC,500000000,3207146,4.09,Free,0.504,1.016
com.google.android.deskclock,Clock,TOOLS,1000000000,642513,4.09,Free,0.805,1.61
com.google.android.apps.chromecast.app,Google Home,LIFESTYLE,500000000,2826512,4.12,Free,0.948,2.059
com.flipkart.android,Flipkart Online Shopping App,SHOPPING,500000000,55379920,4.3,Free,1.342,2.733
com.oppo.quicksearchbox,Global Search,TOOLS,500000000,58806,3.87,Free,8.836,17.755
com.playit.videoplayer,PLAYit-All in One Video Player,VIDEO_PLAYERS,500000000,5939333,4.46,Free,0.982,1.818
com.spotify.music,Spotify: Music and Podcasts,MUSIC_AND_AUDIO,1000000000,31469551,4.38,Free,0.563,1.162
com.amazon.mShop.android.shopping,Amazon Shopping,SHOPPING,500000000,3864963,4.4,Free,0.867,1.645
com.microsoft.office.powerpoint,Microsoft PowerPoint,PRODUCTIVITY,1000000000,2977333,4.75,Free,1.157,2.515
com.gallery20,AI Gallery,PHOTOGRAPHY,500000000,235387,4.14,Free,1.79,3.748
com.booking,Booking.com: Hotels & Travel,TRAVEL_AND_LOCAL,500000000,4050069,4.51,Free,0.536,1.182
com.grabtaxi.passenger,Grab - Taxi & Food Delivery,TRAVEL_AND_LOCAL,100000000,13544761,4.81,Free,1.054,2.151
com.microsoft.office.word,Microsoft Word: Edit Documents,PRODUCTIVITY,1000000000,11216397,4.78,Free,1.603,3.393
com.gamma.scan,QR & Barcode Scanner,TOOLS,500000000,2680752,4.53,Free,0.913,1.856
com.sec.android.app.popupcalculator,Samsung Calculator,TOOLS,1000000000,844642,4.52,Free,0.869,1.768
com.coloros.gallery3d,OPPO Photos,PRODUCTIVITY,500000000,1963,0.0,Free,0,0
com.picsart.studio,Picsart: AI Photo Video Editor,PHOTOGRAPHY,1000000000,12063691,4.05,Free,0.167,0.255
com.samsung.android.calendar,Samsung Calendar,PRODUCTIVITY,1000000000,43108,4.29,Free,8.834,19.894
com.mi.globalbrowser,Mi Browser,TOOLS,500000000,952611,4.51,Free,1.517,3.052
com.microsoft.office.officehubrow,Microsoft 365 (Office),PRODUCTIVITY,1000000000,5572659,4.71,Free,3.579,7.423
com.transsion.filemanagerx,File Manager,TOOLS,500000000,141375,4.33,Free,1.694,3.702
com.hicloud.android.clone,Phone Clone,TOOLS,500000000,135118,3.91,Free,0.291,0.539
com.igg.android.lordsmobile,Lords Mobile: Kingdom Wars,GAME_STRATEGY,500000000,8754156,4.48,Free,0.415,0.824
com.transsion.magicshow,Visha-Video Player All Formats,VIDEO_PLAYERS,500000000,1191468,4.45,Free,4.597,10.49
com.google.android.gms,Google Play services,TOOLS,10000000000,43201066,4.27,Free,0.312,0.592
com.google.android.inputmethod.latin,Gboard - the Google Keyboard,TOOLS,5000000000,14956162,4.49,Free,1.036,2.08
br.gov.meugovbr,gov.br,TOOLS,100000000,7700934,4.48,Free,2.337,4.756
com.imangi.templerun2,Temple Run 2,GAME_ACTION,1000000000,10059494,4.29,Free,0.046,0.096
com.google.android.apps.restore,Data Restore Tool,TOOLS,5000000000,771644,4.13,Free,2.589,5.218
com.zaz.translate,Hi Translate - Chat translator,TOOLS,500000000,477576,4.42,Free,1.223,2.394
com.google.android.apps.docs.editors.sheets,Google Sheets,PRODUCTIVITY,1000000000,1140508,4.02,Free,0.298,0.59
com.google.android.accessibility.switchaccess,Switch Access,TOOLS,500000000,21970,3.55,Free,24.373,47.593
com.contextlogic.wish,Wish: Shop and Save,SHOPPING,500000000,14464861,4.67,Free,0.001,0.002
com.google.android.apps.photosgo,Gallery,PHOTOGRAPHY,1000000000,361589,4.34,Free,2.927,6.016
cn.xender,Xender - Share Music Transfer,TOOLS,500000000,3938489,4.4,Free,0.556,1.061
com.yahoo.mobile.client.android.mail,Yahoo Mail – Organized Email,COMMUNICATION,100000000,7720777,4.54,Free,0.835,1.809
com.pinterest,Pinterest,LIFESTYLE,1000000000,10507873,4.51,Free,0.471,0.919
com.motorola.moto,Moto,PERSONALIZATION,500000000,96592,4.05,Free,0.855,1.638
com.outfit7.mytalkingtom2,My Talking Tom 2,GAME_CASUAL,500000000,5986481,4.24,Free,0.859,1.684
com.skgames.trafficrider,Traffic Rider,GAME_RACING,500000000,8602365,4.33,Free,0.246,0.491
com.prettysimple.criminalcaseandroid,Criminal Case,GAME_ADVENTURE,100000000,4357394,4.59,Free,0.025,0.048
com.utorrent.client,µTorrent®- Torrent Downloader,VIDEO_PLAYERS,100000000,5227190,4.57,Free,0.198,0.375
com.google.android.tts,Speech Recognition & Synthesis,TOOLS,10000000000,3808637,4.02,Free,0.497,0.978
com.aim.racing,Extreme Car Driving Simulator,GAME_RACING,500000000,4558620,4.3,Free,0.228,0.079
com.fungames.sniper3d,Sniper 3D：Gun Shooting Games,GAME_ACTION,500000000,16784553,4.52,Free,0.274,0.556
com.google.ar.core,Google Play Services for AR,TOOLS,1000000000,661326,3.85,Free,0.619,1.183
com.hp.android.printservice,HP Print Service Plugin,PRODUCTIVITY,500000000,3011416,4.15,Free,0.032,0.064
com.rubygames.assassin,Hunter Assassin,GAME_ACTION,500000000,3686889,4.27,Free,1.226,2.536
com.playrix.gardenscapes,Gardenscapes,GAME_CASUAL,500000000,12695084,4.74,Free,0.334,0.586
com.halfbrick.fruitninjafree,Fruit Ninja®,GAME_ARCADE,500000000,5535766,4.39,Free,0.025,0.051
com.mi.android.globalminusscreen,App Vault,TOOLS,1000000000,735151,4.4,Free,0.651,1.332
com.netflix.mediaclient,Netflix,ENTERTAINMENT,1000000000,14533230,4.18,Free,0.092,0.166
com.quvideo.xiaoying,VivaVideo - Video Editor&Maker,VIDEO_PLAYERS,500000000,12698820,4.41,Free,0.005,0.011
com.fdgentertainment.bananakong,Banana Kong,GAME_ACTION,100000000,5084273,4.62,Free,0.212,0.428
com.motorola.genie,Device Help,TOOLS,500000000,106532,3.91,Free,0.736,1.402
com.sec.android.app.myfiles,Samsung My Files,TOOLS,1000000000,448032,4.15,Free,0.952,1.84
com.google.android.gm,Gmail,COMMUNICATION,10000000000,13141677,4.16,Free,0.445,0.863
us.zoom.videomeetings,Zoom Workplace,BUSINESS,1000000000,4295676,4.11,Free,0.33,0.614
com.tencent.iglite,PUBG MOBILE LITE,GAME_ACTION,100000000,8318439,3.98,Free,0.044,0.086
com.google.android.music,YouTube Music,MUSIC_AND_AUDIO,1000000000,5631734,4.41,Free,1.25,2.382
com.vivo.easyshare,EasyShare,TOOLS,500000000,312983,4.18,Free,2.316,4.51
com.dts.freefireth,Free Fire: 7th Anniversary,GAME_ACTION,1000000000,120174527,4.16,Free,0.317,0.635
com.sec.android.app.shealth,Samsung Health,HEALTH_AND_FITNESS,1000000000,1502026,3.65,Free,0.242,0.461
com.google.android.projection.gearhead,Android Auto,AUTO_AND_VEHICLES,5000000000,4514979,4.17,Free,1.625,3.218
com.pubg.imobile,Battlegrounds Mobile India,GAME_ACTION,100000000,6273123,4.23,Free,1.373,2.276
com.kiloo.subwaysurf,Subway Surfers,GAME_ARCADE,1000000000,41432245,4.59,Free,0.165,0.37
com.ss.android.ugc.trill,TikTok,VIDEO_PLAYERS,500000000,19830245,4.38,Free,1.104,2.062
com.camerasideas.instashot,Video Editor & Maker - InShot,PHOTOGRAPHY,500000000,20827265,4.83,Free,0.884,1.695
com.mxtech.videoplayer.ad,MX Player,VIDEO_PLAYERS,1000000000,12668857,4.3,Free,0.473,0.83
com.samsung.sree,Samsung Global Goals,EDUCATION,500000000,228537,3.75,Free,0.752,1.463
com.google.android.apps.translate,Google Translate,TOOLS,1000000000,8906674,4.13,Free,0.172,0.338
com.mobile.legends,Mobile Legends: Bang Bang,GAME_ACTION,500000000,35950736,4.07,Free,0.628,1.588
com.lemon.lvoverseas,CapCut - Video Editor,VIDEO_PLAYERS,1000000000,9574185,4.32,Free,2.232,4.538
com.indeed.android.jobsearch,Indeed Job Search,BUSINESS,100000000,7034684,4.68,Free,4.409,9.134
com.microsoft.skydrive,Microsoft OneDrive,PRODUCTIVITY,1000000000,5563074,4.58,Free,1.144,2.321
com.wb.goog.mkx,Mortal Kombat,GAME_ACTION,100000000,4544773,4.2,Free,0.079,0.109
com.zzkko,SHEIN-Shopping Online,SHOPPING,500000000,6302476,4.28,Free,0.284,0.575
com.twitter.android,X,SOCIAL,1000000000,21954197,3.69,Free,0.325,0.359
in.amazon.mShop.android.shopping,"Amazon India Shop, Pay, miniTV",SHOPPING,500000000,9348103,4.48,Free,0.477,0.88
com.firsttouchgames.dls7,Dream League Soccer 2024,GAME_SPORTS,100000000,10317481,4.32,Free,1.231,2.531
com.google.earth,Google Earth,TRAVEL_AND_LOCAL,500000000,2957678,4.15,Free,0.076,0.153
com.google.android.videos,Google TV,VIDEO_PLAYERS,5000000000,2541511,3.92,Free,0.506,0.977
com.google.android.calendar,Google Calendar,PRODUCTIVITY,5000000000,2953560,4.52,Free,1.2,2.808
com.heytap.themestore,Theme,PERSONALIZATION,500000000,2133,3.72,Free,1.148,2.216
net.one97.paytm,Paytm: Secure UPI Payments,FINANCE,500000000,19713927,4.57,Free,2.155,2.383
com.linkedin.android,LinkedIn: Jobs & Business News,BUSINESS,1000000000,2911108,4.11,Free,0.716,1.577
com.google.android.apps.searchlite,Google Go,TOOLS,1000000000,1424462,4.33,Free,1.508,3.241
air.com.hypah.io.slither,slither.io,GAME_ACTION,500000000,6633238,3.94,Free,0.007,0.013
com.phonepe.app,"PhonePe UPI, Payment, Recharge",FINANCE,500000000,11286874,4.37,Free,0.329,1.169
com.sec.app.samsungprintservice,Samsung Print Service Plugin,PRODUCTIVITY,1000000000,473771,3.68,Free,0.003,0.075
com.kwai.video,Kwai - download & share video,VIDEO_PLAYERS,500000000,10397998,4.48,Free,0.066,0.112
com.heytap.browser,Internet Browser,TOOLS,500000000,36271,3.71,Free,15.855,37.518
com.outfit7.mytalkingtomfree,My Talking Tom,GAME_CASUAL,1000000000,17734031,4.3,Free,0.075,0.159
com.samsung.android.app.notes,Samsung Notes,PRODUCTIVITY,1000000000,8699846,4.77,Free,2.429,4.837
com.dsi.ant.plugins.antplus,ANT+ Plugins Service,TOOLS,1000000000,348379,3.53,Free,0.201,0.259
com.microsoft.teams,Microsoft Teams,BUSINESS,100000000,7495356,4.6,Free,0.647,1.274
com.tencent.ibg.joox,JOOX Music,MUSIC_AND_AUDIO,100000000,6326151,4.07,Free,0.001,0.001
com.samsung.android.appseparation,Separated Apps,PRODUCTIVITY,1000000000,15626,3.14,Free,15.841,47.325
com.firsttouchgames.story,Score! Hero - Soccer Games,GAME_SPORTS,100000000,7247076,4.36,Free,0.367,0.817
net.peakgames.toonblast,Toon Blast,GAME_PUZZLE,100000000,4140134,4.62,Free,0.414,0.804
com.google.android.apps.books,Google Play Books & Audiobooks,BOOKS_AND_REFERENCE,1000000000,2608400,4.65,Free,0.922,1.836
com.mercadolibre,Mercado Libre: Compras online,SHOPPING,100000000,18494199,4.57,Free,0.198,0.46
com.google.android.apps.docs,Google Drive,PRODUCTIVITY,10000000000,10212096,4.32,Free,0.245,0.479
cn.wps.moffice_eng,"WPS Office-PDF,Word,Sheet,PPT",PRODUCTIVITY,500000000,5170605,4.59,Free,0.845,1.599
com.google.android.apps.docs.editors.slides,Google Slides,PRODUCTIVITY,1000000000,608546,4.02,Free,0.204,0.439
jp.naver.line.android,LINE: Calls & Messages,COMMUNICATION,500000000,13946864,3.86,Free,0.123,0.245
com.transsion.phoenix,Phoenix - Fast & Safe,COMMUNICATION,500000000,4591878,4.37,Free,1.231,2.46
com.motorola.ccc.notification,Motorola Notifications,PRODUCTIVITY,500000000,97301,4.03,Free,1.546,3.427
com.dts.freefiremax,Free Fire MAX,GAME_ACTION,500000000,23224723,4.21,Free,2.407,2.418
com.miniclip.eightballpool,8 Ball Pool,GAME_SPORTS,1000000000,27813747,4.57,Free,0.734,1.285
com.axlebolt.standoff2,Standoff 2,GAME_ACTION,100000000,10516166,4.24,Free,1.142,0.759
com.google.audio.hearing.visualization.accessibility.scribe,Live Transcribe & Notification,COMMUNICATION,1000000000,158967,3.73,Free,2.01,4.305
com.samsung.android.oneconnect,SmartThings,LIFESTYLE,500000000,1409084,4.49,Free,7.18,11.476
com.skype.raider,Skype,COMMUNICATION,1000000000,11619093,4.27,Free,0.267,0.498
com.ea.games.r3_row,Real Racing  3,GAME_RACING,100000000,7198489,4.38,Free,0.208,0.246
com.gameloft.android.ANMP.GloftDMHM,Minion Rush: Running Game,GAME_CASUAL,500000000,10688653,4.38,Free,0.012,0.009
com.google.android.youtube,YouTube,VIDEO_PLAYERS,10000000000,156444962,4.09,Free,0.562,0.56
com.microsoft.appmanager,Link to Windows,PRODUCTIVITY,1000000000,878732,3.97,Free,1.602,3.092
com.vkontakte.android,"VK: music, video, messenger",SOCIAL,100000000,9096780,3.79,Free,0.259,0.477
br.gov.caixa.tem,CAIXA Tem,FINANCE,100000000,5454118,3.81,Free,0.352,0.651
com.avast.android.mobilesecurity,Avast Antivirus & Security,TOOLS,100000000,7247665,4.64,Free,0.11,0.169
com.huawei.KoBackup,Huawei Backup,TOOLS,1000000000,183507,4.29,Free,0.19,0.367
sinet.startup.inDriver,inDrive. Save on city rides,MAPS_AND_NAVIGATION,100000000,8543637,4.73,Free,2.899,6.192
com.waze,Waze Navigation & Live Traffic,MAPS_AND_NAVIGATION,500000000,8721812,4.35,Free,0.088,0.167
com.jio.myjio,MyJio: For Everything Jio,PRODUCTIVITY,500000000,25894913,4.3,Free,0.17,0.46
com.google.android.play.games,Google Play Games,ENTERTAINMENT,5000000000,13139324,4.24,Free,0.073,0.14
org.telegram.messenger,Telegram,COMMUNICATION,1000000000,14280232,4.3,Free,1.125,2.299
com.myairtelapp,Airtel Thanks: Recharge & Bank,FINANCE,100000000,7395009,4.13,Free,0.423,0.898
com.google.android.apps.nbu.files,Files by Google,TOOLS,1000000000,8058594,4.58,Free,0.44,0.89
